id_lower,year,radio,population,users,attractiveness,cells_to_build
-97.04656321202626_16.135566378803716,2020.0,umts,6976,1744,76.0,1
-96.50757404155455_17.85366520575188,2020.0,umts,6813,1703,76.0,1
-96.68723709837846_19.893572092467096,2020.0,umts,6656,1664,76.0,1
-97.76521543932188_16.996584219749444,2020.0,umts,6944,1736,76.0,1
-97.49572085408602_19.131528127403627,2020.0,umts,6806,1701,76.0,1
-98.3042046097936_16.480434691146606,2020.0,umts,6936,1734,76.0,1
-98.4838676666175_17.6825723188687,2020.0,umts,6815,1703,76.0,1
-92.2854922061928_15.270788904394808,2020.0,umts,7085,1771,76.0,1
-98.75336225185336_21.071676463670826,2020.0,umts,6603,1650,76.0,1
-100.46016129168045_19.978020459734232,2020.0,umts,6568,1642,75.0,1
-100.10083517803264_19.978020459734232,2020.0,umts,6570,1642,75.0,1
-100.7296558769163_28.24918717747822,2020.0,umts,5745,1436,75.0,1
-101.53813963262388_19.04663635567089,2020.0,umts,6701,1675,75.0,1
-101.89746574627168_20.23109357938729,2020.0,umts,6579,1644,75.0,1
-101.98729727468364_20.98782826745112,2020.0,umts,6556,1639,75.0,1
-103.42460172927488_19.216376289129798,2020.0,umts,6692,1673,75.0,1
-103.33477020086292_21.65728227791886,2020.0,umts,6414,1603,75.0,1
-103.24493867245096_25.444387895859457,2020.0,umts,6056,1514,75.0,1
-103.87375937133461_20.06242360245848,2020.0,umts,6636,1659,75.0,1
-104.05342242815854_21.071676463670826,2020.0,umts,6498,1624,75.0,1
-103.78392784292268_28.01152637503609,2020.0,umts,5813,1453,75.0,1
-105.31106382592586_28.170025488556703,2020.0,umts,5802,1450,75.0,1
-109.80264024652345_22.904116301036076,2020.0,umts,826,206,75.0,1
-109.89247177493542_27.055657242313234,2020.0,umts,4884,1221,75.0,1
-109.35348260446372_26.574629652018167,2020.0,umts,1493,373,75.0,1
-116.18067876377205_31.059101574863902,2020.0,umts,5498,1374,75.0,1
-92.64481831984061_16.135566378803716,2020.0,umts,6888,1722,75.0,1
-92.73464984825256_16.566556429843892,2020.0,umts,6861,1715,75.0,1
-92.4651552630167_17.168320960941635,2020.0,umts,6782,1695,75.0,1
-92.1058291493689_17.168320960941635,2020.0,umts,6807,1701,75.0,1
-92.1058291493689_17.425627728067408,2020.0,umts,6857,1714,75.0,1
-93.45330207554818_16.39427463860339,2020.0,umts,6869,1717,75.0,1
-93.45330207554818_17.76813922738665,2020.0,umts,6772,1693,75.0,1
-95.42959570061112_18.536379133934524,2020.0,umts,6691,1672,75.0,1
-96.4177425131426_18.536379133934524,2020.0,umts,6695,1673,75.0,1
-96.4177425131426_19.131528127403627,2020.0,umts,6694,1673,75.0,1
-96.7770686267904_16.652639677241943,2020.0,umts,6818,1704,75.0,1
-96.5974055699665_16.73868425631437,2020.0,umts,6818,1704,75.0,1
-97.49572085408602_20.31536009734494,2020.0,umts,6528,1632,75.0,1
-98.57369919502945_16.73868425631437,2020.0,umts,6859,1714,75.0,1
-98.75336225185336_18.45118671128534,2020.0,umts,6750,1687,75.0,1
-99.02285683708922_20.14678136179733,2020.0,umts,6564,1641,75.0,1
-98.4838676666175_20.14678136179733,2020.0,umts,6635,1658,75.0,1
-98.3042046097936_21.155477408046544,2020.0,umts,6557,1639,75.0,1
-99.11268836550116_22.57271803648727,2020.0,umts,6356,1589,75.0,1
-98.4838676666175_24.221541165812983,2020.0,umts,6256,1564,75.0,1
-99.92117212120874_17.6825723188687,2020.0,umts,6744,1686,75.0,1
-99.92117212120874_18.365952003926687,2020.0,umts,6732,1683,75.0,1
-99.83134059279678_20.14678136179733,2020.0,umts,6642,1660,75.0,1
-100.28049823485654_20.14678136179733,2020.0,umts,6543,1635,74.0,1
-101.80763421785971_19.555329571527224,2020.0,umts,6471,1617,74.0,1
-102.4364549167434_19.30118067727593,2020.0,umts,6622,1655,74.0,1
-102.16696033150754_18.961701137971993,2020.0,umts,6572,1643,74.0,1
-102.4364549167434_20.399580758267938,2020.0,umts,6433,1608,74.0,1
-103.06527561562706_20.31536009734494,2020.0,umts,6435,1608,74.0,1
-103.42460172927488_21.490205623732116,2020.0,umts,6394,1598,74.0,1
-111.15011317270276_27.93218916728376,2020.0,umts,74,18,74.0,1
-115.10270042282863_32.50987222650548,2020.0,umts,5257,1314,74.0,1
-88.78206259812667_21.23923094804045,2020.0,umts,6391,1597,74.0,1
-93.00414443348842_17.511316397197234,2020.0,umts,6629,1657,74.0,1
-93.72279666078404_18.109995853199123,2020.0,umts,6648,1662,74.0,1
-94.89060653013942_18.02459368888261,2020.0,umts,6618,1654,74.0,1
-96.4177425131426_16.996584219749444,2020.0,umts,6754,1688,74.0,1
-96.86690015520236_16.652639677241943,2020.0,umts,6726,1681,74.0,1
-97.31605779726212_20.31536009734494,2020.0,umts,6446,1611,74.0,1
-97.85504696773384_19.47065748087565,2020.0,umts,6517,1629,74.0,1
-97.49572085408602_19.724540322063106,2020.0,umts,6547,1636,74.0,1
-97.40588932567408_20.399580758267938,2020.0,umts,6479,1619,74.0,1
-98.1245415529697_22.904116301036076,2020.0,umts,6239,1559,74.0,1
-98.6635307234414_21.40659520719035,2020.0,umts,6358,1589,74.0,1
-99.38218295073702_20.483755405236035,2020.0,umts,6454,1613,74.0,1
-99.65167753597288_21.155477408046544,2020.0,umts,6447,1611,74.0,1
-100.7296558769163_18.280675179591228,2020.0,umts,6599,1649,73.0,1
-100.7296558769163_23.64679488931916,2020.0,umts,6091,1522,73.0,1
-101.80763421785971_20.903932972415895,2020.0,umts,6358,1589,73.0,1
-101.35847657579998_21.071676463670826,2020.0,umts,6373,1593,73.0,1
-101.98729727468364_19.555329571527224,2020.0,umts,6412,1603,73.0,1
-104.5025800702183_22.24052103602208,2020.0,umts,6175,1543,73.0,1
-104.23308548498244_23.811268896512473,2020.0,umts,6096,1524,73.0,1
-104.59241159863024_19.724540322063106,2020.0,umts,6393,1598,73.0,1
-106.928031337341_28.722920413707833,2020.0,umts,5607,1401,73.0,1
-107.91617814987248_25.444387895859457,2020.0,umts,5942,1485,73.0,1
-88.51256801289081_18.45118671128534,2020.0,umts,3136,784,73.0,1
-89.14138871177448_20.98782826745112,2020.0,umts,6319,1579,73.0,1
-91.65667150730914_16.049254853895768,2020.0,umts,953,238,73.0,1
-92.37532373460475_15.357430697214681,2020.0,umts,6673,1668,73.0,1
-92.55498679142866_16.39427463860339,2020.0,umts,6759,1689,73.0,1
-93.54313360396013_18.109995853199123,2020.0,umts,6586,1646,73.0,1
-93.81262818919599_16.566556429843892,2020.0,umts,6678,1669,73.0,1
-95.69909028584698_15.962905908759438,2020.0,umts,6725,1681,73.0,1
-96.95673168361432_16.480434691146606,2020.0,umts,6650,1662,73.0,1
-96.86690015520236_18.45118671128534,2020.0,umts,6583,1645,73.0,1
-97.67538391090993_16.566556429843892,2020.0,umts,6616,1654,73.0,1
-98.03471002455774_19.30118067727593,2020.0,umts,6540,1635,73.0,1
-98.4838676666175_19.639957238996963,2020.0,umts,6457,1614,73.0,1
-98.8431937802653_21.071676463670826,2020.0,umts,6334,1583,73.0,1
-99.47201447914898_18.876722638813067,2020.0,umts,6502,1625,73.0,1
-100.3703297632685_17.168320960941635,2020.0,umts,6584,1646,72.0,1
-100.9093189337402_20.14678136179733,2020.0,umts,6326,1581,72.0,1
-101.08898199056412_22.406718801972914,2020.0,umts,6154,1538,72.0,1
-102.34662338833144_19.555329571527224,2020.0,umts,6323,1580,72.0,1
-102.2567918599195_19.04663635567089,2020.0,umts,6401,1600,72.0,1
-101.89746574627168_20.31536009734494,2020.0,umts,6287,1571,72.0,1
-102.9754440872151_23.48211388939773,2020.0,umts,6043,1510,72.0,1
-106.83819980892903_23.64679488931916,2020.0,umts,290,72,72.0,1
-92.82448137666452_15.357430697214681,2020.0,umts,6636,1659,72.0,1
-92.73464984825256_17.339898816829503,2020.0,umts,6528,1632,72.0,1
-92.4651552630167_17.425627728067408,2020.0,umts,6533,1633,72.0,1
-97.22622626885018_19.38594112873661,2020.0,umts,6444,1611,72.0,1
-96.7770686267904_19.724540322063106,2020.0,umts,6340,1585,72.0,1
-98.21437308138164_19.639957238996963,2020.0,umts,6312,1578,72.0,1
-99.02285683708922_22.821342118418087,2020.0,umts,6081,1520,72.0,1
-99.92117212120874_17.082472363846335,2020.0,umts,6528,1632,72.0,1
-99.92117212120874_19.04663635567089,2020.0,umts,6410,1602,72.0,1
-101.35847657579998_20.31536009734494,2020.0,umts,6203,1550,71.0,1
-101.26864504738802_20.14678136179733,2020.0,umts,6213,1553,71.0,1
-102.16696033150754_23.069513046210616,2020.0,umts,5964,1491,71.0,1
-103.15510714403902_23.152135326203435,2020.0,umts,5980,1495,71.0,1
-105.31106382592586_21.99085468608476,2020.0,umts,6066,1516,71.0,1
-114.8332058375928_30.98211760082562,2020.0,umts,4129,1032,71.0,1
-91.56683997889718_16.824689990463227,2020.0,umts,6495,1623,71.0,1
-91.65667150730914_17.339898816829503,2020.0,umts,6433,1608,71.0,1
-92.82448137666452_16.135566378803716,2020.0,umts,6511,1627,71.0,1
-92.2854922061928_15.617139531822176,2020.0,umts,6570,1642,71.0,1
-93.54313360396013_15.876519723377672,2020.0,umts,6563,1640,71.0,1
-95.33976417219918_17.85366520575188,2020.0,umts,6395,1598,71.0,1
-96.2380794563187_17.168320960941635,2020.0,umts,6478,1619,71.0,1
-95.78892181425894_17.76813922738665,2020.0,umts,6431,1607,71.0,1
-96.86690015520236_16.73868425631437,2020.0,umts,6438,1609,71.0,1
-96.95673168361432_18.45118671128534,2020.0,umts,6359,1589,71.0,1
-96.68723709837846_18.536379133934524,2020.0,umts,6353,1588,71.0,1
-98.1245415529697_20.483755405236035,2020.0,umts,6166,1541,71.0,1
-97.49572085408602_20.399580758267938,2020.0,umts,6155,1538,71.0,1
-98.1245415529697_21.23923094804045,2020.0,umts,6145,1536,71.0,1
-97.67538391090993_21.65728227791886,2020.0,umts,3486,871,71.0,1
-99.02285683708922_16.652639677241943,2020.0,umts,6425,1606,71.0,1
-98.8431937802653_18.280675179591228,2020.0,umts,6379,1594,71.0,1
-98.39403613820555_18.621529104598828,2020.0,umts,6346,1586,71.0,1
-98.93302530867726_21.99085468608476,2020.0,umts,6105,1526,71.0,1
-99.29235142232508_17.511316397197234,2020.0,umts,6412,1603,71.0,1
-99.56184600756092_20.23109357938729,2020.0,umts,6282,1570,71.0,1
-93.09397596190038_17.254129836601564,2020.0,umts,6430,1607,71.0,1
-100.63982434850435_20.81999073208341,2020.0,umts,6112,1528,70.0,1
-102.16696033150754_19.80907865997758,2020.0,umts,6174,1543,70.0,1
-101.98729727468364_20.483755405236035,2020.0,umts,6114,1528,70.0,1
-103.06527561562706_21.490205623732116,2020.0,umts,6039,1509,70.0,1
-109.71280871811152_29.819949993024082,2020.0,umts,5281,1320,70.0,1
-92.82448137666452_16.049254853895768,2020.0,umts,6420,1605,70.0,1
-92.1058291493689_15.876519723377672,2020.0,umts,6467,1616,70.0,1
-92.37532373460475_16.480434691146606,2020.0,umts,6398,1599,70.0,1
-92.1058291493689_16.566556429843892,2020.0,umts,6361,1590,70.0,1
-96.14824792790674_17.339898816829503,2020.0,umts,6342,1585,70.0,1
-96.95673168361432_18.109995853199123,2020.0,umts,6328,1582,70.0,1
-97.94487849614578_16.73868425631437,2020.0,umts,6385,1596,70.0,1
-97.94487849614578_17.93915008306695,2020.0,umts,6341,1585,70.0,1
-97.85504696773384_17.168320960941635,2020.0,umts,6369,1592,70.0,1
-97.49572085408602_19.30118067727593,2020.0,umts,6274,1568,70.0,1
-97.40588932567408_19.216376289129798,2020.0,umts,6244,1561,70.0,1
-97.67538391090993_20.81999073208341,2020.0,umts,6050,1512,70.0,1
-98.57369919502945_16.996584219749444,2020.0,umts,6383,1595,70.0,1
-98.93302530867726_17.5969646515423,2020.0,umts,6265,1566,70.0,1
-100.1906667064446_20.23109357938729,2020.0,umts,6073,1518,69.0,1
-100.81948740532826_28.407334281484882,2020.0,umts,5308,1327,69.0,1
-101.44830810421192_25.363242501952417,2020.0,umts,5590,1397,69.0,1
-101.98729727468364_21.40659520719035,2020.0,umts,5976,1494,69.0,1
-114.02472208188522_28.01152637503609,2020.0,umts,4630,1157,69.0,1
-116.54000487741988_32.50987222650548,2020.0,umts,4905,1226,69.0,1
-88.51256801289081_18.536379133934524,2020.0,umts,6166,1541,69.0,1
-89.41088329701033_18.536379133934524,2020.0,umts,6137,1534,69.0,1
-91.926166092545_16.308076450093,2020.0,umts,6369,1592,69.0,1
-91.74650303572109_17.254129836601564,2020.0,umts,6242,1560,69.0,1
-92.73464984825256_16.39427463860339,2020.0,umts,6332,1583,69.0,1
-93.54313360396013_18.19535640646759,2020.0,umts,6247,1561,69.0,1
-95.07026958696332_16.221840303918093,2020.0,umts,3985,996,69.0,1
-95.42959570061112_17.425627728067408,2020.0,umts,6255,1563,69.0,1
-97.85504696773384_16.39427463860339,2020.0,umts,6322,1580,69.0,1
-97.94487849614578_19.80907865997758,2020.0,umts,6042,1510,69.0,1
-97.94487849614578_20.651966032043,2020.0,umts,5979,1494,69.0,1
-97.94487849614578_20.81999073208341,2020.0,umts,6040,1510,69.0,1
-97.58555238249798_20.736001700460776,2020.0,umts,6000,1500,69.0,1
-98.4838676666175_16.73868425631437,2020.0,umts,6247,1561,69.0,1
-98.75336225185336_20.31536009734494,2020.0,umts,5977,1494,69.0,1
-100.28049823485654_19.131528127403627,2020.0,umts,6030,1507,68.0,1
-100.81948740532826_21.23923094804045,2020.0,umts,5877,1469,68.0,1
-101.80763421785971_22.406718801972914,2020.0,umts,5813,1453,68.0,1
-101.98729727468364_21.65728227791886,2020.0,umts,5825,1456,68.0,1
-106.65853675210514_24.385282141599326,2020.0,umts,5632,1408,68.0,1
-109.35348260446372_25.76842180371728,2020.0,umts,3465,866,68.0,1
-109.26365107605176_26.01086869800926,2020.0,umts,5418,1354,68.0,1
-110.700955530643_28.090805185022827,2020.0,umts,5277,1319,68.0,1
-92.2854922061928_14.750193093753303,2020.0,umts,6283,1570,68.0,1
-92.82448137666452_17.93915008306695,2020.0,umts,6160,1540,68.0,1
-92.55498679142866_17.6825723188687,2020.0,umts,6109,1527,68.0,1
-92.1058291493689_17.254129836601564,2020.0,umts,6162,1540,68.0,1
-93.27363901872428_16.910656703520466,2020.0,umts,6172,1543,68.0,1
-93.09397596190038_16.910656703520466,2020.0,umts,6233,1558,68.0,1
-92.91431290507646_17.339898816829503,2020.0,umts,6163,1540,68.0,1
-94.98043805855136_18.109995853199123,2020.0,umts,6080,1520,68.0,1
-96.14824792790674_17.6825723188687,2020.0,umts,6160,1540,68.0,1
-95.69909028584698_17.5969646515423,2020.0,umts,6131,1532,68.0,1
-96.0584163994948_18.79170102316482,2020.0,umts,6028,1507,68.0,1
-96.68723709837846_18.45118671128534,2020.0,umts,6159,1539,68.0,1
-97.85504696773384_16.996584219749444,2020.0,umts,6150,1537,68.0,1
-98.03471002455774_19.47065748087565,2020.0,umts,5962,1490,68.0,1
-97.94487849614578_21.155477408046544,2020.0,umts,5957,1489,68.0,1
-98.57369919502945_18.621529104598828,2020.0,umts,6093,1523,68.0,1
-98.75336225185336_20.98782826745112,2020.0,umts,5915,1478,68.0,1
-98.39403613820555_20.56788388181208,2020.0,umts,5906,1476,68.0,1
-99.65167753597288_26.091573474384994,2020.0,umts,5413,1353,68.0,1
-100.1906667064446_20.06242360245848,2020.0,umts,5936,1484,67.0,1
-101.71780268944778_20.06242360245848,2020.0,umts,5892,1473,67.0,1
-101.08898199056412_20.31536009734494,2020.0,umts,5838,1459,67.0,1
-102.2567918599195_19.131528127403627,2020.0,umts,5966,1491,67.0,1
-103.33477020086292_20.23109357938729,2020.0,umts,5908,1477,67.0,1
-103.78392784292268_19.639957238996963,2020.0,umts,5925,1481,67.0,1
-103.96359089974658_20.483755405236035,2020.0,umts,5835,1458,67.0,1
-107.73651509304855_29.66395433502847,2020.0,umts,5023,1255,67.0,1
-89.14138871177448_20.903932972415895,2020.0,umts,5822,1455,67.0,1
-92.82448137666452_15.444036521233144,2020.0,umts,6200,1550,67.0,1
-92.01599762095694_16.910656703520466,2020.0,umts,6088,1522,67.0,1
-95.07026958696332_17.168320960941635,2020.0,umts,6075,1518,67.0,1
-95.16010111537528_18.280675179591228,2020.0,umts,5990,1497,67.0,1
-96.50757404155455_16.221840303918093,2020.0,umts,6190,1547,67.0,1
-96.86690015520236_16.824689990463227,2020.0,umts,6058,1514,67.0,1
-96.7770686267904_18.19535640646759,2020.0,umts,6021,1505,67.0,1
-96.5974055699665_18.19535640646759,2020.0,umts,5989,1497,67.0,1
-96.95673168361432_19.724540322063106,2020.0,umts,5894,1473,67.0,1
-96.86690015520236_19.80907865997758,2020.0,umts,5935,1483,67.0,1
-97.67538391090993_16.135566378803716,2020.0,umts,6192,1548,67.0,1
-98.75336225185336_17.254129836601564,2020.0,umts,6082,1520,67.0,1
-99.83134059279678_20.399580758267938,2020.0,umts,5813,1453,67.0,1
-99.56184600756092_20.903932972415895,2020.0,umts,5863,1465,67.0,1
-100.46016129168045_17.082472363846335,2020.0,umts,3751,937,66.0,1
-100.99915046215216_19.724540322063106,2020.0,umts,5802,1450,66.0,1
-103.87375937133461_20.56788388181208,2020.0,umts,5704,1426,66.0,1
-105.40089535433782_28.24918717747822,2020.0,umts,5088,1272,66.0,1
-108.36533579193224_25.93010841242947,2020.0,umts,5320,1330,66.0,1
-88.96172565495058_20.903932972415895,2020.0,umts,5780,1445,66.0,1
-91.926166092545_15.790096478149575,2020.0,umts,4808,1202,66.0,1
-92.73464984825256_17.93915008306695,2020.0,umts,5940,1485,66.0,1
-92.19566067778086_17.254129836601564,2020.0,umts,5998,1499,66.0,1
-94.62111194490356_17.76813922738665,2020.0,umts,5956,1489,66.0,1
-95.87875334267088_17.168320960941635,2020.0,umts,5990,1497,66.0,1
-96.86690015520236_18.365952003926687,2020.0,umts,5906,1476,66.0,1
-96.7770686267904_18.280675179591228,2020.0,umts,5978,1494,66.0,1
-97.31605779726212_20.23109357938729,2020.0,umts,5845,1461,66.0,1
-97.76521543932188_17.6825723188687,2020.0,umts,5916,1479,66.0,1
-97.76521543932188_20.23109357938729,2020.0,umts,5765,1441,66.0,1
-98.93302530867726_16.566556429843892,2020.0,umts,4778,1194,66.0,1
-98.39403613820555_17.254129836601564,2020.0,umts,6050,1512,66.0,1
-98.6635307234414_18.365952003926687,2020.0,umts,5980,1495,66.0,1
-98.93302530867726_20.399580758267938,2020.0,umts,5716,1429,66.0,1
-100.7296558769163_21.322936931606314,2020.0,umts,5551,1387,65.0,1
-100.63982434850435_21.23923094804045,2020.0,umts,5631,1407,65.0,1
-102.2567918599195_23.069513046210616,2020.0,umts,5431,1357,65.0,1
-103.24493867245096_22.323644662951814,2020.0,umts,5547,1386,65.0,1
-104.41274854180634_20.81999073208341,2020.0,umts,5683,1420,65.0,1
-105.22123229751392_21.907534568332167,2020.0,umts,5554,1388,65.0,1
-106.83819980892903_23.893427935812323,2020.0,umts,5426,1356,65.0,1
-90.48886163795376_19.131528127403627,2020.0,umts,5793,1448,65.0,1
-91.38717692207328_16.996584219749444,2020.0,umts,5906,1476,65.0,1
-92.4651552630167_16.652639677241943,2020.0,umts,5917,1479,65.0,1
-92.82448137666452_17.85366520575188,2020.0,umts,5868,1467,65.0,1
-93.36347054713622_16.996584219749444,2020.0,umts,5916,1479,65.0,1
-94.62111194490356_18.109995853199123,2020.0,umts,5893,1473,65.0,1
-95.42959570061112_16.39427463860339,2020.0,umts,5972,1493,65.0,1
-96.68723709837846_16.480434691146606,2020.0,umts,5872,1468,65.0,1
-98.21437308138164_19.555329571527224,2020.0,umts,5704,1426,65.0,1
-97.67538391090993_19.639957238996963,2020.0,umts,5749,1437,65.0,1
-97.40588932567408_19.38594112873661,2020.0,umts,5811,1452,65.0,1
-97.40588932567408_19.978020459734232,2020.0,umts,5733,1433,65.0,1
-98.03471002455774_20.736001700460776,2020.0,umts,5691,1422,65.0,1
-97.94487849614578_20.56788388181208,2020.0,umts,5628,1407,65.0,1
-98.03471002455774_22.406718801972914,2020.0,umts,5522,1380,65.0,1
-98.57369919502945_17.425627728067408,2020.0,umts,5958,1489,65.0,1
-99.83134059279678_18.536379133934524,2020.0,umts,5816,1454,65.0,1
-105.93988452480951_24.139591567151705,2020.0,umts,5387,1346,65.0,1
-100.28049823485654_19.724540322063106,2020.0,umts,5650,1412,64.0,1
-100.46016129168045_21.155477408046544,2020.0,umts,5540,1385,64.0,1
-101.62797116103582_27.055657242313234,2020.0,umts,5034,1258,64.0,1
-101.89746574627168_20.81999073208341,2020.0,umts,5542,1385,64.0,1
-102.6161179735673_22.904116301036076,2020.0,umts,5404,1351,64.0,1
-102.34662338833144_22.48974330800898,2020.0,umts,5467,1366,64.0,1
-103.60426478609878_19.978020459734232,2020.0,umts,5673,1418,64.0,1
-103.24493867245096_21.740748215917314,2020.0,umts,5501,1375,64.0,1
-103.06527561562706_23.975534817529628,2020.0,umts,5302,1325,64.0,1
-103.33477020086292_27.055657242313234,2020.0,umts,5019,1254,64.0,1
-104.5025800702183_19.639957238996963,2020.0,umts,5597,1399,64.0,1
-103.87375937133461_20.483755405236035,2020.0,umts,5547,1386,64.0,1
-115.28236347965256_32.43408551428,2020.0,umts,4557,1139,64.0,1
-89.14138871177448_20.736001700460776,2020.0,umts,5587,1396,64.0,1
-90.3990301095418_20.81999073208341,2020.0,umts,2828,707,64.0,1
-91.74650303572109_16.135566378803716,2020.0,umts,5854,1463,64.0,1
-91.65667150730914_16.910656703520466,2020.0,umts,5832,1458,64.0,1
-92.19566067778086_18.621529104598828,2020.0,umts,5723,1430,64.0,1
-96.32791098473065_18.365952003926687,2020.0,umts,5725,1431,64.0,1
-95.69909028584698_18.45118671128534,2020.0,umts,5801,1450,64.0,1
-96.7770686267904_16.049254853895768,2020.0,umts,5895,1473,64.0,1
-96.95673168361432_19.80907865997758,2020.0,umts,5676,1419,64.0,1
-97.94487849614578_17.168320960941635,2020.0,umts,5862,1465,64.0,1
-97.67538391090993_20.31536009734494,2020.0,umts,5543,1385,64.0,1
-98.1245415529697_20.98782826745112,2020.0,umts,5580,1395,64.0,1
-98.03471002455774_20.651966032043,2020.0,umts,5557,1389,64.0,1
-98.1245415529697_22.157348066763056,2020.0,umts,5421,1355,64.0,1
-98.03471002455774_22.48974330800898,2020.0,umts,5467,1366,64.0,1
-98.6635307234414_17.339898816829503,2020.0,umts,5801,1450,64.0,1
-98.4838676666175_20.81999073208341,2020.0,umts,5554,1388,64.0,1
-100.3703297632685_18.706636456461325,2020.0,umts,5593,1398,63.0,1
-100.9093189337402_20.399580758267938,2020.0,umts,5504,1376,63.0,1
-101.62797116103582_19.216376289129798,2020.0,umts,5638,1409,63.0,1
-101.71780268944778_20.483755405236035,2020.0,umts,5494,1373,63.0,1
-101.35847657579998_21.824165695582103,2020.0,umts,5385,1346,63.0,1
-102.34662338833144_20.399580758267938,2020.0,umts,5477,1369,63.0,1
-101.98729727468364_21.824165695582103,2020.0,umts,5451,1362,63.0,1
-102.7957810303912_20.14678136179733,2020.0,umts,5539,1384,63.0,1
-105.31106382592586_20.31536009734494,2020.0,umts,5484,1371,63.0,1
-108.54499884875614_25.28204259258345,2020.0,umts,1126,281,63.0,1
-109.35348260446372_25.849292740029377,2020.0,umts,5142,1285,63.0,1
-88.42273648447886_18.536379133934524,2020.0,umts,5620,1405,63.0,1
-92.19566067778086_16.308076450093,2020.0,umts,5754,1438,63.0,1
-92.73464984825256_17.76813922738665,2020.0,umts,5683,1420,63.0,1
-93.36347054713622_17.254129836601564,2020.0,umts,5689,1422,63.0,1
-95.87875334267088_17.511316397197234,2020.0,umts,5636,1409,63.0,1
-96.68723709837846_18.02459368888261,2020.0,umts,5681,1420,63.0,1
-96.7770686267904_19.04663635567089,2020.0,umts,5609,1402,63.0,1
-96.86690015520236_20.06242360245848,2020.0,umts,5544,1386,63.0,1
-98.21437308138164_17.339898816829503,2020.0,umts,5728,1432,63.0,1
-98.03471002455774_18.876722638813067,2020.0,umts,5589,1397,63.0,1
-98.21437308138164_19.893572092467096,2020.0,umts,5579,1394,63.0,1
-97.94487849614578_20.98782826745112,2020.0,umts,5462,1365,63.0,1
-99.11268836550116_17.425627728067408,2020.0,umts,5737,1434,63.0,1
-98.6635307234414_20.736001700460776,2020.0,umts,5460,1365,63.0,1
-99.02285683708922_23.317226998408007,2020.0,umts,5270,1317,63.0,1
-99.83134059279678_21.155477408046544,2020.0,umts,5515,1378,63.0,1
-99.74150906438481_20.81999073208341,2020.0,umts,5474,1368,63.0,1
-99.20251989391312_23.975534817529628,2020.0,umts,5218,1304,63.0,1
-100.28049823485654_20.98782826745112,2020.0,umts,5396,1349,62.0,1
-100.28049823485654_21.23923094804045,2020.0,umts,5309,1327,62.0,1
-101.08898199056412_20.06242360245848,2020.0,umts,5483,1370,62.0,1
-101.80763421785971_20.81999073208341,2020.0,umts,5400,1350,62.0,1
-100.99915046215216_20.903932972415895,2020.0,umts,5369,1342,62.0,1
-102.34662338833144_20.483755405236035,2020.0,umts,5425,1356,62.0,1
-102.16696033150754_20.23109357938729,2020.0,umts,5466,1366,62.0,1
-102.4364549167434_21.907534568332167,2020.0,umts,5333,1333,62.0,1
-105.22123229751392_27.61425855083609,2020.0,umts,4849,1212,62.0,1
-105.58055841116172_21.907534568332167,2020.0,umts,3445,861,62.0,1
-106.20937911004538_28.801668816203076,2020.0,umts,4806,1201,62.0,1
-89.41088329701033_20.399580758267938,2020.0,umts,5354,1338,62.0,1
-89.50071482542228_20.903932972415895,2020.0,umts,5427,1356,62.0,1
-91.47700845048523_16.135566378803716,2020.0,umts,5740,1435,62.0,1
-92.2854922061928_14.66330467327439,2020.0,umts,5795,1448,62.0,1
-92.01599762095694_17.339898816829503,2020.0,umts,5642,1410,62.0,1
-92.73464984825256_18.19535640646759,2020.0,umts,5536,1384,62.0,1
-93.45330207554818_16.996584219749444,2020.0,umts,5652,1413,62.0,1
-96.4177425131426_15.790096478149575,2020.0,umts,5659,1414,62.0,1
-96.32791098473065_16.39427463860339,2020.0,umts,5667,1416,62.0,1
-96.0584163994948_17.93915008306695,2020.0,umts,5611,1402,62.0,1
-96.2380794563187_18.02459368888261,2020.0,umts,5556,1389,62.0,1
-96.0584163994948_18.280675179591228,2020.0,umts,5599,1399,62.0,1
-95.96858487108284_18.109995853199123,2020.0,umts,5567,1391,62.0,1
-96.95673168361432_16.996584219749444,2020.0,umts,5653,1413,62.0,1
-97.31605779726212_17.425627728067408,2020.0,umts,5656,1414,62.0,1
-96.86690015520236_20.23109357938729,2020.0,umts,5442,1360,62.0,1
-96.50757404155455_19.978020459734232,2020.0,umts,125,31,62.0,1
-98.03471002455774_18.280675179591228,2020.0,umts,5553,1388,62.0,1
-97.94487849614578_22.48974330800898,2020.0,umts,5230,1307,62.0,1
-97.85504696773384_25.93010841242947,2020.0,umts,4994,1248,62.0,1
-98.6635307234414_17.082472363846335,2020.0,umts,5627,1406,62.0,1
-98.75336225185336_17.511316397197234,2020.0,umts,5623,1405,62.0,1
-98.39403613820555_18.02459368888261,2020.0,umts,5564,1391,62.0,1
-99.02285683708922_21.071676463670826,2020.0,umts,5393,1348,62.0,1
-100.01100364962068_18.79170102316482,2020.0,umts,5552,1388,62.0,1
-99.38218295073702_20.23109357938729,2020.0,umts,5433,1358,62.0,1
-90.3990301095418_16.049254853895768,2020.0,umts,187,46,62.0,1
-91.74650303572109_16.652639677241943,2020.0,umts,5650,1412,62.0,1
-100.3703297632685_18.280675179591228,2020.0,umts,5513,1378,61.0,1
-100.10083517803264_21.907534568332167,2020.0,umts,5248,1312,61.0,1
-101.62797116103582_18.621529104598828,2020.0,umts,5442,1360,61.0,1
